account_id,client_id,tipo_cuenta,saldo_actual,moneda,estado,fecha_apertura,created_at_dt
22050649-d02d-426a-9083-01711633e535,4cc79fe9-c827-4987-a919-ab67d18232f4,Sueldo,25885.4,USD,ACTIVA,2022-06-29 01:32:23,2022-07-26 10:49:23
043c634e-ec48-4207-b79f-3e8047a9dd6b,2f67e481-11bc-4c90-bea5-1f84f4bbbe62,Sueldo,34878.66,USD,ACTIVA,2024-09-02 04:20:37,2024-10-02 20:03:37
6e92575f-da85-4256-ae89-464d635e1f9f,423ec98a-8e6c-492f-9911-624523227878,Sueldo,29741.79,EUR,BLOQUEADA,2024-08-26 18:50:40,2024-09-04 20:58:40
94bac478-b5f9-47b6-9043-bfad093d8003,bcfec4cd-fadd-476b-beb8-5e827d57c3b3,Sueldo,38523.57,USD,ACTIVA,2024-09-15 02:41:37,2024-10-13 01:24:37
0062e61f-fd67-47a3-af62-c900fa718a6b,58349511-77ef-4999-83cb-020b16a60a64,Ahorros,479.4,USD,ACTIVA,2025-04-22 14:49:52,2025-05-16 17:48:52
c6e06a8c-84b3-4dfe-b9c0-57bf758aa313,c1f704d3-31d6-4107-8c55-8bb172a12df6,Corriente,35418.91,USD,ACTIVA,2025-12-24 11:17:48,2026-01-13 02:17:48
51d8cf45-f113-4491-8574-9e1a7ad1d957,a006653a-cd84-4f25-97ff-18760daffefb,Ahorros,41857.28,USD,ACTIVA,2022-03-22 16:30:22,2022-04-01 09:06:22
478ccbcb-299d-409c-a0a6-257b8ac51fd4,86d77305-bf12-4683-a188-5e2d83c6698a,Corriente,8091.59,PEN,ACTIVA,2022-05-27 14:59:26,2022-06-06 23:31:26
87641745-480d-49c5-9b4a-35aec778e7ca,338be0eb-9fdd-45eb-8a83-12c404a974b9,Corriente,48909.61,PEN,ACTIVA,2025-01-28 09:55:30,2025-02-02 22:41:30
4d3318df-c8eb-4748-af3c-402f71d92dbc,c1b8bcc3-b407-4a02-83b5-189e7365952d,Corriente,20585.86,PEN,ACTIVA,2025-05-30 05:23:42,2025-06-06 05:17:42
c20e860d-221f-455e-8070-44cadea8a8ff,8a78c62b-ba9a-45a0-989b-aaddf698d0a8,Sueldo,21259.88,USD,ACTIVA,2023-11-26 09:40:52,2023-12-09 21:42:52
0622bc82-d2ee-4275-a803-45de1852006b,0888e748-1fdf-4a89-a7fa-aa9627b4bc1f,Ahorros,29226.75,PEN,ACTIVA,2025-01-18 19:41:08,2025-01-24 22:10:08
672f67f2-c3ab-4011-b4c9-36173fbcd069,865d5aa5-abfa-4f24-8aec-d2bc6f115ab5,Corriente,13992.15,PEN,ACTIVA,2025-09-15 22:11:45,2025-10-04 08:18:45
3636e7a4-d659-4feb-a697-b86b2268aaaa,ed46dbfb-2338-4476-91ee-7568928a8515,Sueldo,30170.32,USD,ACTIVA,2022-04-05 07:39:11,2022-04-06 15:46:11
2dc1fc7b-ac2c-499d-805c-fd07fa437e93,8a38cee4-b713-4e9e-a191-bc82c1f235d9,Corriente,5438.76,PEN,BLOQUEADA,2024-11-06 17:25:18,2024-11-29 06:39:18
609214d5-d271-4fd5-8a8f-4a466496c195,c9d8c8fc-601c-4143-9451-4c1cccac6a0c,Sueldo,45570.91,USD,BLOQUEADA,2024-03-31 18:47:42,2024-04-08 21:33:42
1daa23f4-b496-4e11-bfb9-35a68b43d933,db891294-3857-41fd-a581-77a5031d4e35,Ahorros,1533.62,USD,BLOQUEADA,2025-09-26 02:43:21,2025-10-07 08:44:21
e0354965-3069-4cbe-b5dd-50900c452e9c,e0effe8a-0cd5-4ee3-a307-6752af093291,Ahorros,12043.48,PEN,ACTIVA,2025-12-24 07:50:28,2025-12-25 05:29:28
c90dfc88-70be-4b93-8533-926b65f90af4,5a6b2920-609e-4f27-a232-15681972318d,Ahorros,7612.76,EUR,ACTIVA,2025-01-04 18:25:11,2025-01-13 21:23:11
abf78ea7-d351-4fec-8d7a-04c8df646bea,df6bf3b8-42b5-4108-9886-d0f01ca9fd44,Corriente,38201.04,EUR,ACTIVA,2025-03-25 15:14:38,2025-03-27 23:13:38
70e35eaa-73a7-41de-bf24-ae973b4468c2,278d666c-f6fb-480b-97f6-af0b2ede48fe,Ahorros,38658.66,USD,ACTIVA,2025-05-25 16:48:45,2025-05-28 23:04:45
c1084b20-acc6-4b5d-a7ce-92612db02eab,07735422-2d59-49b9-9526-8b4caccbf731,Sueldo,6308.27,USD,ACTIVA,2024-01-21 12:39:59,2024-02-02 22:30:59
9450cf2a-40e2-4cc0-b79b-578e19c20f29,29c47c62-9887-44df-b33c-9bf79a80f2bc,Sueldo,41196.16,USD,ACTIVA,2025-12-21 20:37:31,2026-01-10 20:13:31
ed750351-c9da-43a3-ba3e-5460cbad80c2,6d62ed34-d85f-4312-948f-79f6422cc664,Ahorros,42054.95,PEN,ACTIVA,2024-11-05 11:11:58,2024-11-05 19:16:58
28ec8ecc-570f-4f68-8bdf-7985e9a649eb,6df8c992-a430-4e27-9fc1-2ea73277460d,Corriente,48914.06,EUR,ACTIVA,2025-11-03 10:49:46,2025-11-17 15:23:46
86198969-e746-4c90-a9e7-767a7cc5e17b,b792c7e6-4b42-48fd-ab5a-fa441099b991,Corriente,10048.49,PEN,ACTIVA,2024-01-09 17:34:25,2024-02-02 07:32:25
b9549b88-dd0b-40f8-82d5-caef5d3f3e0b,f3541c31-95f3-4a26-9fa5-107f100b9f48,Corriente,3511.1,PEN,ACTIVA,2023-11-15 20:30:52,2023-12-01 04:42:52
843d8798-4f7c-4050-93df-0868b4e54878,e6eaf32c-dd6d-4ada-9085-043e84b9792b,Sueldo,31998.51,EUR,ACTIVA,2025-12-10 08:34:14,2026-01-01 12:35:14
0c5289ed-553f-4b26-b029-b544eba32110,046926fa-dc61-4f12-9c37-469c2247cf9c,Corriente,26281.12,EUR,ACTIVA,2025-10-16 22:17:38,2025-10-21 03:19:38
dc040636-7bdb-4aed-8d78-68717d1c9b4d,6d94649c-cbeb-4d20-8196-267dce1f0d40,Sueldo,6731.02,EUR,ACTIVA,2025-10-25 04:36:32,2025-11-03 14:49:32
bc328153-7990-46d7-80ad-936bf0929aea,2622bcfb-0216-4cd4-b06e-c4647a6e3f9f,Sueldo,8151.19,EUR,ACTIVA,2025-11-15 15:34:57,2025-11-30 00:01:57
d48345a2-67b8-4591-8bd2-e7ec87b9a410,20d70d56-6e10-4a35-bec0-4d355ab8b333,Ahorros,38657.42,USD,ACTIVA,2024-08-22 11:42:41,2024-09-11 21:02:41
012d1695-b23d-4af7-81e6-9d3bc61ef4f0,f2a59ca4-915a-4388-9420-c41fb9089d22,Sueldo,2652.45,EUR,BLOQUEADA,2024-02-01 09:20:38,2024-02-03 10:26:38
ac86f945-cebf-4137-a486-c9adf9a6580f,04d91a6f-bfc2-4f4c-b880-60bfa5d874de,Sueldo,27769.58,USD,ACTIVA,2023-11-12 19:32:44,2023-12-02 22:25:44
6b3238ea-fa8b-4e9c-abd1-466b8d7835cf,e7c823cf-b114-40c7-9fb8-e90431ffbcb3,Sueldo,36072.14,EUR,ACTIVA,2025-08-26 03:24:07,2025-09-03 15:42:07
cc7ad056-7204-44f9-ab9d-5b6a7fe1cb5c,6da4d1f1-d940-42b5-894e-f66c2646027b,Ahorros,47907.45,PEN,BLOQUEADA,2022-02-21 04:07:35,2022-03-01 09:17:35
6b460475-0242-4b24-8aee-c9fa0f46b5be,ac75abc3-df4f-428b-a242-4d7983305660,Sueldo,27448.07,EUR,ACTIVA,2025-02-18 15:13:08,2025-03-13 02:10:08
6115718e-95de-42c4-9850-155870f35098,1636dadb-325c-4a2b-ab1a-a65bd8a1d574,Ahorros,27480.95,PEN,BLOQUEADA,2025-10-08 07:26:45,2025-10-09 08:01:45
a05d6b80-c66f-49b0-930d-afbf8e213783,34fc6f08-005a-40c1-8beb-877345698337,Ahorros,28816.43,PEN,ACTIVA,2022-10-11 22:14:15,2022-10-21 01:16:15
94b7210d-e460-45d1-a856-c0a7466d10f2,a9c47c33-ee10-4664-8d9f-60cb43bcc3bc,Corriente,1453.52,EUR,ACTIVA,2025-09-21 18:43:32,2025-09-22 23:27:32
90e4f894-8b1a-4c4c-9dce-9ac31404b2f0,d26e6745-84f6-4ef5-82ee-9c0185328512,Ahorros,17068.61,PEN,ACTIVA,2025-12-24 00:15:22,2026-01-01 03:21:22
06df6171-6f4f-4574-85f6-b91c258115d9,a8e98fb7-6922-4957-b812-d3643f756d9d,Ahorros,19764.2,USD,ACTIVA,2025-10-12 20:32:22,2025-11-04 13:44:22
b61377cc-041b-4760-95ed-d36d9722eddd,8919e1ca-a704-4593-a0bd-dcf01867f1c8,Ahorros,13082.36,PEN,ACTIVA,2025-05-26 11:19:45,2025-06-10 17:59:45
b6d2f987-70af-4bb6-9826-19026e741806,89289e04-9e7f-4f32-8684-90efaf15c949,Sueldo,6618.04,USD,ACTIVA,2025-04-06 04:56:37,2025-04-23 21:37:37
628a2787-25dd-4725-866c-90f18eed3ce0,e37cdbf0-cac9-4619-93c8-3cdb144c1a0a,Ahorros,10798.36,USD,ACTIVA,2024-01-23 12:50:44,2024-02-12 07:56:44
6a3dd4d2-5aa7-458d-b957-9a034c170ab2,475cf987-dc58-4727-a443-4714b8973150,Ahorros,40446.47,EUR,BLOQUEADA,2025-07-22 03:45:06,2025-08-14 04:07:06
114baf2b-a49b-4e7a-8cc9-b7abffc4c19c,dbd71334-845a-417a-9477-65843a3448f3,Ahorros,11922.49,PEN,BLOQUEADA,2025-05-28 21:41:43,2025-06-21 21:09:43
bda6834d-058f-482f-a9e7-0ba375a28d49,f8ff54de-e0c8-4682-8806-dff3e1bd524b,Sueldo,36936.0,PEN,BLOQUEADA,2025-08-30 17:23:27,2025-09-10 08:50:27
2d73d375-ec7d-4891-b0eb-ef4eb8e65e7d,f93767cc-f481-4a54-8ad4-3e939d905ab5,Sueldo,25968.9,EUR,BLOQUEADA,2024-12-04 15:10:33,2024-12-11 21:22:33
33226c03-837b-4ceb-824d-f760b63a89fa,93e9dc55-3a8b-4cba-be63-df1e451c9022,Ahorros,27277.53,EUR,ACTIVA,2023-10-06 13:30:35,2023-11-03 02:23:35
99526f91-db7d-49ad-a328-9138d0e65336,284cf075-4d60-4296-8877-c10894b63263,Ahorros,23666.01,PEN,BLOQUEADA,2025-12-23 10:21:09,2025-12-31 09:17:09
fe3ecf63-ee7c-4321-9f6d-e12cdc70b35f,96a92fa6-79bf-4276-aca2-21233b92c5b5,Ahorros,28605.17,USD,ACTIVA,2025-02-10 03:12:52,2025-02-21 04:11:52
237a3ffd-397b-4408-91c2-591e5767c44d,eab97fa2-6e41-4b5d-b456-8df7314a5c6c,Ahorros,4272.52,EUR,ACTIVA,2024-07-25 17:05:45,2024-08-11 05:51:45
484cc66e-b163-4c26-b7bc-094a92314c78,5e0b0528-1ede-47fe-beba-2aaf1bd940aa,Sueldo,39882.98,PEN,ACTIVA,2023-10-16 14:43:37,2023-10-24 12:15:37
838ff963-748f-490f-bc86-71f9bc6612cf,6a9e58d5-28cd-4dff-976d-e474f97e95cc,Corriente,24020.23,EUR,ACTIVA,2022-07-18 07:54:04,2022-08-14 05:16:04
0e4dc60d-030b-44cb-9f08-e54601448674,d39a50da-701b-4486-a186-8e4350fdbd20,Ahorros,25174.55,USD,ACTIVA,2025-05-01 10:48:07,2025-05-07 08:44:07
c6879bd2-a935-44bc-8a02-34da4b5f7998,e1e4e6e6-ba83-473e-97d2-af2a412e14f2,Sueldo,8771.96,PEN,ACTIVA,2025-04-16 09:15:00,2025-04-18 09:30:00
4423c2b9-8c4b-4f77-b4a1-e115705cb033,0e0d708a-b582-4036-b11c-6bddd85425cb,Ahorros,49501.66,USD,ACTIVA,2025-01-08 02:21:52,2025-01-16 18:27:52
59eca1ba-45d0-49a1-bf5a-95d010134de9,a8828087-e71d-4ea0-8c60-2ef6c5391f5e,Sueldo,10465.09,EUR,ACTIVA,2023-02-10 01:50:35,2023-02-16 23:35:35
ed48f54f-e95a-481b-b7d7-36c7e5be9523,94d7842d-a92f-4ace-872b-115384b36313,Sueldo,26775.73,PEN,ACTIVA,2024-04-22 20:19:00,2024-05-11 10:25:00
beec3202-a627-4fa8-9e2f-fcd1dec3f6a7,b01210de-6db2-4125-b311-966e1ba7e2a1,Ahorros,40126.55,PEN,BLOQUEADA,2024-08-02 23:14:37,2024-09-02 17:42:37
32594e38-34b8-46dc-9d78-83fe995bb73d,f4f9ac3e-155c-477a-839a-0157a698f923,Ahorros,35515.76,EUR,BLOQUEADA,2022-10-22 15:56:08,2022-10-27 15:26:08
651d10ac-1467-4ad9-9ae1-d4bec01c66f6,945bc4c5-cd42-4dee-bb8a-d3d280998521,Corriente,29641.18,PEN,ACTIVA,2025-08-20 10:38:38,2025-09-10 00:17:38
7ddc0b5c-d0d0-450b-93e6-937de052fdea,9f9b482f-1f29-471d-9556-593f34fc42c3,Corriente,5158.31,PEN,ACTIVA,2022-05-31 08:22:54,2022-06-27 12:44:54
c5da1f71-9162-4832-914a-730879c31544,c6dbbd4a-1998-4fad-aa6d-339ac3a4da24,Corriente,14292.98,USD,ACTIVA,2023-08-19 02:26:08,2023-08-26 06:53:08
5ef0f291-4d2c-4c40-8a9f-701d354c1d23,1eb80579-1943-48fb-a506-3c39f132d42a,Ahorros,6310.49,EUR,ACTIVA,2025-11-12 01:08:13,2025-11-21 04:08:13
baf3165d-1d62-4bb6-b961-2d7ca19af1a8,02ef908d-5448-4648-ac2b-3d20500307e1,Corriente,48390.21,EUR,ACTIVA,2025-06-03 15:08:44,2025-07-03 19:04:44
eddb2106-13b7-47d8-a071-edd8f99a3d6d,d20058c4-d887-4be6-be22-f60bf4592429,Sueldo,11813.33,PEN,ACTIVA,2024-10-30 22:19:24,2024-11-08 03:03:24
e4983ae0-666f-41b5-ae0b-c59d4ea3d397,6d0350e1-566a-4e38-81f1-4dedc986255f,Sueldo,3986.47,USD,ACTIVA,2025-01-23 07:42:11,2025-02-14 19:53:11
9c79593c-dcbc-4c9e-b0d4-a3cec363356c,5b2fb09a-2f72-48e2-87f6-aa663c577cbf,Sueldo,1193.58,USD,ACTIVA,2024-09-08 03:44:28,2024-09-10 09:14:28
c0a7c190-1f0d-4bdf-a160-faff667eeb88,e29889f8-9959-4af6-8bcc-539b9b8324b8,Ahorros,38896.69,PEN,ACTIVA,2025-04-25 15:26:45,2025-05-05 02:06:45
fdfb47d6-5d0f-47e8-bb0a-8292196c276d,e3ac4fe7-2782-432a-8f30-8c50d95ff925,Ahorros,31132.31,PEN,BLOQUEADA,2024-11-07 02:13:30,2024-12-01 14:36:30
87909b95-81ca-48fb-a2fb-d48267be6852,670c8825-b9cd-43cb-8012-139fb4e66f1c,Ahorros,33960.6,USD,ACTIVA,2024-08-28 19:50:11,2024-09-05 04:31:11
f5fb414b-71a8-4ee5-b5dd-e7c613bdacc6,783322ba-cd87-43e2-8116-4d42b3acdde5,Sueldo,24993.39,PEN,ACTIVA,2025-11-10 06:05:20,2025-11-20 10:52:20
7dd5bc8c-445c-493e-8f5b-9fc1f8ded6c8,a6e312c8-9fd2-40d8-bb21-2c021acb57e4,Ahorros,20506.29,USD,ACTIVA,2024-01-10 10:33:08,2024-01-11 05:47:08
af53c2b0-8cb7-4df3-b742-05a6cd728af2,241fd747-3700-487e-9bd8-cee6aae2dc81,Sueldo,22205.95,PEN,ACTIVA,2025-04-11 03:34:13,2025-04-25 08:14:13
a1444b49-7b10-446a-9a07-0a65d4ad1451,2d756e22-8c53-4177-af13-3a18dcce22a7,Corriente,37821.4,PEN,BLOQUEADA,2023-08-13 08:00:30,2023-08-31 05:27:30
aa999202-4659-4310-a24f-e645913d952b,7385fbc2-8ba6-40c4-8477-4fb13507783c,Sueldo,42377.55,USD,ACTIVA,2025-10-25 10:49:36,2025-11-06 14:37:36
57561245-cc0c-4c3c-b031-287056b96eed,54b11f1c-6eac-4fc6-8336-1c8e2aca21c1,Sueldo,14262.93,EUR,BLOQUEADA,2023-06-10 01:26:32,2023-06-26 12:44:32
88d9e563-2b28-4f28-9ce1-b3929f1aa61f,d5e74ca9-4df0-40a6-a42d-66ed76c1bef0,Corriente,17480.09,PEN,ACTIVA,2024-11-25 02:49:09,2024-12-21 19:31:09
b679ea09-41cb-4abc-9ba1-c91d94640096,99fb2b59-2b0b-407d-8a24-4a8f18005ae1,Corriente,22800.89,PEN,ACTIVA,2024-08-07 18:54:10,2024-08-18 22:21:10
8302094a-77fb-439d-a0d2-cf150368b69d,3509bbeb-96a9-4718-ac1e-f34d8b495d00,Corriente,20733.3,EUR,ACTIVA,2025-05-29 22:08:52,2025-06-26 22:51:52
2ddb345f-56b1-47d4-9716-f21db86ab640,049378e1-9450-4cd3-ae73-5d513a9dc5eb,Ahorros,14630.34,PEN,BLOQUEADA,2025-04-05 00:28:46,2025-04-24 21:35:46
28755e71-bba2-4dbc-b587-ada6b9700bc2,9322bea2-3987-45c0-9a14-cf88f426eb0b,Sueldo,2913.45,USD,ACTIVA,2023-07-24 13:51:20,2023-08-17 02:37:20
50058eb1-f8ef-461b-94df-dcb8ce424db8,d29a1f60-b815-48df-9f7c-92bb5fdcb4ce,Sueldo,3928.04,EUR,BLOQUEADA,2025-12-20 08:32:27,2026-01-20 01:59:27
b134726f-5e16-4bfc-8b33-cb81cd54771c,74ca76ff-a6d5-42cf-9fe6-ff182ec5a873,Sueldo,17733.47,PEN,ACTIVA,2025-03-14 02:19:20,2025-03-24 09:12:20
13638ffd-0326-4f64-92fb-1a94526de176,b32fa872-2784-49db-82b8-2efc680d5bf1,Corriente,12096.51,EUR,BLOQUEADA,2025-07-30 07:59:13,2025-08-11 12:28:13
3f2be49b-6ab2-46e3-985b-03d71118cfd5,d6419125-de0f-4212-bee4-b4dccd9ceef6,Sueldo,42729.56,EUR,ACTIVA,2025-05-18 00:40:49,2025-06-03 01:18:49
85ce4a6e-1cc2-42e1-9204-81bee8fc31a5,b8502f39-e64e-48f8-bdd6-9bd4fc4bcb98,Sueldo,3310.0,EUR,ACTIVA,2025-02-27 04:49:07,2025-03-08 18:17:07
58507371-fda9-4c5c-aef7-51e1dd17e387,d5ea2883-80fb-4662-a4d6-07a6284cf6e8,Corriente,39026.66,USD,BLOQUEADA,2025-12-02 20:52:14,2025-12-14 03:02:14
74c61a1e-0151-4e53-a955-f4b72f996c96,428224c2-e347-4424-8df0-a17a6b61b498,Corriente,16405.66,PEN,ACTIVA,2024-06-01 00:00:24,2024-06-06 10:57:24
ee4636fd-6401-45b7-b03b-4b9ca2db3ee7,cc9bca3e-6adb-47b0-be70-916dd475a8f3,Corriente,24806.75,PEN,ACTIVA,2025-09-30 12:10:05,2025-10-12 06:54:05
48a66ff7-49b9-435d-b818-b8daea994788,5add3a06-5e8f-4c9b-8321-f35f37adcb09,Sueldo,15002.92,USD,BLOQUEADA,2025-05-10 02:43:45,2025-05-26 07:22:45
f174c5d0-c54a-4d03-9382-1c98da817da2,975f2da9-4352-4491-b8ec-0837c4de4cd8,Sueldo,1077.4,PEN,BLOQUEADA,2025-10-12 19:21:02,2025-11-06 13:22:02
3d05ee40-02da-4994-8ea9-2bc8ae188575,bfb49b6b-ddaa-4e52-ae08-c012716bb597,Ahorros,32330.62,PEN,ACTIVA,2023-06-18 08:40:24,2023-06-25 05:27:24
b679fdab-3146-43d3-b75b-0f392046f95a,ba3d2d15-46ab-4bd1-b649-3eaa5c307e56,Corriente,33724.93,EUR,ACTIVA,2023-11-22 21:19:13,2023-11-24 08:49:13
13bfdfcd-01b9-4bf7-aef7-fcaf921f458d,99253a0d-8581-496c-976d-61362e3d0dbd,Ahorros,4302.45,USD,ACTIVA,2023-02-05 01:02:56,2023-02-06 13:19:56
bce2f5a2-35a8-454a-8f75-fe0ec188e4ec,cf22c78b-07b1-479c-9b50-8938d7bc8f42,Ahorros,28089.88,PEN,ACTIVA,2023-03-14 19:09:13,2023-04-10 04:51:13
193c97a9-b389-4c82-ae4d-c11b9626f1f8,3afec3f6-3788-4545-96a4-87485e6ecd03,Sueldo,41221.38,EUR,ACTIVA,2024-01-31 03:48:07,2024-02-12 18:30:07
dcf95944-205f-42c7-baf8-92ec74432459,f2f5fee5-6e82-477e-8216-aeb949349b52,Corriente,14738.53,USD,BLOQUEADA,2025-10-18 01:24:16,2025-11-15 05:27:16
8540f753-2818-4261-aac3-c0fe8a7d22b7,424fa1a6-c996-456c-8c23-b8de150bad0e,Sueldo,40926.45,PEN,ACTIVA,2025-12-22 19:16:11,2026-01-10 08:05:11
e2b02bb0-88a4-41b3-91e6-1fb82818a1ee,96ffa355-c7f7-4827-9afe-85f29555603e,Sueldo,20196.11,USD,ACTIVA,2022-09-24 11:29:57,2022-09-25 05:25:57
0bdc2c93-4905-408c-b827-3745de397986,6af27738-71ca-4a7e-a328-0dc46ba58966,Corriente,10745.11,EUR,ACTIVA,2021-10-04 10:22:19,2021-10-23 04:45:19
8c84500e-7b70-4374-8d83-00ca6b901bd8,63649e83-d553-4df3-8f77-32195d334a0b,Ahorros,43567.1,EUR,BLOQUEADA,2024-11-21 07:55:13,2024-12-04 21:20:13
3fa38680-1908-4e3e-b110-d8a8f399dd47,86105e5e-16ff-432b-9259-ebe112f95555,Corriente,10885.5,PEN,ACTIVA,2023-08-26 01:16:44,2023-08-31 21:28:44
7b2ab209-30af-40fd-831f-1d5faf143874,9848c6cd-e224-4a71-9212-4bf14f08f879,Ahorros,4167.87,PEN,ACTIVA,2025-10-24 14:49:41,2025-11-03 21:50:41
d5ed0479-553d-439a-8e30-f7fd5cae9ae5,59947c07-5dcd-4a1b-8983-3545de28b9ae,Ahorros,13016.31,USD,ACTIVA,2024-12-31 11:03:28,2025-01-21 02:41:28
b2d3d2f4-c288-41ce-acc0-accd3ae8df99,6c9f7049-8965-440f-aa76-0049d57283a9,Ahorros,25988.27,EUR,ACTIVA,2025-05-16 13:06:14,2025-06-09 09:13:14
fa6bd0e9-ba38-43b0-b6ea-b7349830088b,9f8281e2-86d5-47b8-b0e8-e03af4e1277c,Corriente,36051.5,EUR,ACTIVA,2025-11-17 03:57:07,2025-11-23 23:11:07
38e23b46-4705-4744-a826-07dbd0b86485,407b1beb-02e3-4d91-9873-d4a65d5044cc,Corriente,45795.04,EUR,ACTIVA,2025-12-04 20:26:33,2026-01-01 17:17:33
d780d634-0af7-4d92-b30e-5854dbd7015c,9cc408db-7044-43c5-8378-7fc08a61b448,Corriente,3128.79,PEN,BLOQUEADA,2025-12-08 03:54:24,2025-12-08 10:19:24
6a2cd447-729d-4719-a623-a956f1169fac,b4869604-c26e-4fe3-8dc2-70f0da6cfb5e,Corriente,16715.27,EUR,ACTIVA,2024-10-22 13:08:59,2024-10-30 09:48:59
1dc3d2fa-7f60-4043-802b-7f6f8958d570,d31b646c-5fbc-4719-a3c3-eb2e8a813837,Corriente,17025.51,USD,ACTIVA,2024-01-30 18:18:34,2024-02-28 16:23:34
84ab7ecc-f676-434b-a888-5a0d34b7ccc0,f15cc5db-6bfd-47f2-8749-09621e1d5aa2,Ahorros,41169.85,USD,BLOQUEADA,2025-01-14 11:02:17,2025-02-10 21:21:17
bd3f877b-4010-4d30-846a-82fc2adddbef,50fec022-f703-4f53-b069-eb75d45523aa,Corriente,43000.42,PEN,ACTIVA,2023-10-13 05:31:19,2023-10-15 08:36:19
